,date,has_setlist,name,tour,venue
5210,31-05-2008,False,Eluvium,No Tour Assigned,Artplay
5211,31-05-2008,True,Explosions in the Sky,No Tour Assigned,Aktoviy Zal
5212,31-05-2008,False,Sounds Like Violence,No Tour Assigned,Apelsin Club
5213,31-05-2008,True,Smokie,No Tour Assigned,Vassilyevskiy Spusk
5214,31-05-2008,False,Everything Is Made in China,No Tour Assigned,Artplay
5215,23-02-2013,False,Above & Beyond,No Tour Assigned,Stadium Live
5216,23-02-2013,True,Grave Digger,Clash of the Gods,Moskva Hall
5217,22-02-2013,True,Diablo Swing Orchestra,Pandora's Piñata Tour,Moskva Hall
5218,22-02-2013,False,Wax Tailor,No Tour Assigned,16 Tons
5219,22-02-2013,True,Stoned Jesus,No Tour Assigned,Plan B Club
5220,22-02-2013,True,In Trance 95,No Tour Assigned,"Waveform, Ypsilon Studio"
5221,22-02-2013,True,Dolphin,No Tour Assigned,Izvestiya Hall
5222,21-02-2013,True,After the Burial,No Tour Assigned,Plan B Club
5223,21-02-2013,True,Sting,No Tour Assigned,Kremlin Palace
5224,21-02-2013,True,Julia Volkova,No Tour Assigned,Chaika
5225,21-02-2013,True,Patrick Wolf,10 Years Annivercary Tour,DK Zueva
5226,21-02-2013,False,Andrea Bocelli,No Tour Assigned,Kremlin Palace
5227,20-02-2013,True,Local H,No Tour Assigned,Milk
5228,20-02-2013,True,Black Light Burns,No Tour Assigned,Izvestiya Hall
5229,20-02-2013,False,The Glue,No Tour Assigned,B2
5230,17-02-2013,False,Kira Lao,No Tour Assigned,Gogol'
5231,17-02-2013,False,Red Snapper,No Tour Assigned,Moskva Hall
5232,17-02-2013,True,Paul Banks,No Tour Assigned,Milk
5233,16-02-2013,False,Squash Bowels,No Tour Assigned,Mona Club
5234,16-02-2013,False,Nachtmahr,No Tour Assigned,Relax Club
5235,07-04-2009,True,Alla Borisovna Pugačëva,No Tour Assigned,Kremlin Palace
5236,06-04-2009,True,Septicflesh,No Tour Assigned,Tochka
5237,04-04-2009,True,Peter Heppner,Solo,Tochka
5238,04-04-2009,True,Sinner,No Tour Assigned,P!PL
5239,04-04-2009,True,Primal Fear,No Tour Assigned,P!PL
5240,04-04-2009,False,Taake,No Tour Assigned,Plan B Club
5241,04-04-2009,False,Makoto & Deeizm,No Tour Assigned,Ikra
5242,04-04-2009,False,Rompeprop,No Tour Assigned,XO club
5243,02-04-2009,True,Kula Shaker,Strangefolk,B2
5244,01-04-2009,False,The Chariot,No Tour Assigned,Tabula Rasa
5245,01-04-2009,True,The Presidents of the United States of America,No Tour Assigned,B2
5246,31-03-2009,True,Eclipse Hunter,No Tour Assigned,1Rock
5247,29-03-2009,True,Sonny Landreth,No Tour Assigned,Moscow International House Of Music
5248,29-03-2009,False,Zann,No Tour Assigned,
5249,29-03-2009,True,Theodor Bastard,No Tour Assigned,16 Tons
5250,28-03-2009,False,Various Production,No Tour Assigned,Arma 09
5251,28-03-2009,True,Katatonia,No Tour Assigned,1Rock
5252,28-03-2009,False,Ulrich Schnauss,No Tour Assigned,"UZS ""Druzhba"" in Luzhniki"
5253,28-03-2009,False,Zann,No Tour Assigned,
5254,27-03-2009,True,Grave Digger,Hangman Tour 2009,Plan B Club
5255,07-10-2017,False,Ploho,No Tour Assigned,Shagi
5256,07-10-2017,True,Bryan Ferry,Avonmore tour 2017,Crocus City Hall
5257,07-10-2017,True,Dirkschneider,Back to the Roots II,GlavClub
5258,07-10-2017,True,Knorkator,No Tour Assigned,ZIL ARENA
5259,05-10-2017,False,Dog'N'Style,No Tour Assigned,Wunder
5260,05-10-2017,False,Jarboe,No Tour Assigned,16 Tons
5261,04-10-2017,True,Elena Temnikova,No Tour Assigned,Avtoradio
5262,03-10-2017,True,Joe Sumner,57th & 9th,Olympijskiy Stadium
5263,03-10-2017,True,Sting,57th & 9th,Olympijskiy Stadium
5264,02-10-2017,True,Swans,The Glowing Man,GlavClub
5265,01-10-2017,True,Marakesh,No Tour Assigned,LES
5266,30-09-2017,False,Major Lazer,No Tour Assigned,Tesla Place
5267,30-09-2017,False,AJ Tracey,No Tour Assigned,Tesla Place
5268,30-09-2017,False,Tommy Cash,No Tour Assigned,Tesla Place
5269,30-09-2017,True,Elena Temnikova,No Tour Assigned,Horosho
5270,30-09-2017,False,Dopelord,No Tour Assigned,LES
5271,30-09-2017,False,Boulevard Depo,No Tour Assigned,Aglomerat
5272,30-09-2017,True,Airbourne,Breakin' Outta Hell,GlavClub
5273,30-09-2017,False,Mount Kimbie,No Tour Assigned,Tesla Place
5274,29-09-2017,True,Devin Townsend Project,Transcendence,GlavClub
5275,14-11-2011,True,Elton John,Greatest Hits Tour,Crocus City Hall
5276,14-11-2011,False,2CELLOS,No Tour Assigned,Crocus City Hall
5277,13-11-2011,True,Suzi Quatro,Rocks the Spotlight Tour,Milk
5278,13-11-2011,True,Silver Apples,No Tour Assigned,FLACON
5279,12-11-2011,False,B‐Real,No Tour Assigned,Milk
5280,12-11-2011,False,Last Days of April,No Tour Assigned,Milk (Small Stage)
5281,12-11-2011,True,Kelis,No Tour Assigned,Discodome
5282,12-11-2011,False,Pinback,No Tour Assigned,Milk (Small Stage)
5283,12-11-2011,False,Dosh,No Tour Assigned,Milk (Small Stage)
5284,11-11-2011,False,TOKiMONSTA,No Tour Assigned,16 Tons
5285,11-11-2011,False,Paul van Dyk,No Tour Assigned,Gaudi
5286,11-11-2011,True,Alphaville,No Tour Assigned,Milk
5287,11-11-2011,False,Karl Larsson,No Tour Assigned,Squat Cafe
5288,11-11-2011,True,The Tangent,COMM,B2
5289,11-11-2011,False,WhoMadeWho,No Tour Assigned,Solyanka club
5290,10-11-2011,False,Goran Bregović,No Tour Assigned,Crocus City Hall
5291,10-11-2011,True,Tesla Boy,No Tour Assigned,16 Tons
5292,10-11-2011,False,MEN,No Tour Assigned,16 Tons
5293,09-11-2011,False,Krishna Das,No Tour Assigned,Crocus City Hall
5294,08-11-2011,True,Celldweller,Celldweller DJ Set / Live Preformance,
5295,11-05-2010,False,moremoney,No Tour Assigned,16 Tons
5296,10-05-2010,False,Adaen,No Tour Assigned,1Rock
5297,10-05-2010,False,Colour Dreams,No Tour Assigned,Loft Bar
5298,10-05-2010,False,Cheese People,No Tour Assigned,16 Tons
5299,09-05-2010,False,Ease of Disgust,No Tour Assigned,Plan B Club
5300,08-05-2010,False,Kola Kid,No Tour Assigned,
5301,08-05-2010,False,Celeste,No Tour Assigned,Aktoviy Zal
5302,08-05-2010,False,Celeste,No Tour Assigned,Aktoviy Zal
5303,07-05-2010,False,Armin van Buuren,No Tour Assigned,Expocentre
5304,04-05-2010,False,TesseracT,No Tour Assigned,Plan B Club
5305,02-05-2010,False,Nachtmahr,No Tour Assigned,XO club
5306,02-05-2010,False,Half Dub Theory,No Tour Assigned,Gogol'
5307,01-05-2010,True,Kaya,No Tour Assigned,
5308,01-05-2010,False,True Colors,No Tour Assigned,Aktoviy Zal
5309,01-05-2010,False,Alai Oli,No Tour Assigned,Ikra
5310,01-05-2010,False,Gidropony,No Tour Assigned,16 Tons
5311,30-04-2010,False,Recoil,A Strange Hour,Discoteque
5312,30-04-2010,False,John Lawton,No Tour Assigned,M-club
5313,29-04-2010,False,John Lawton,No Tour Assigned,Forte Club
5314,28-04-2010,True,Madness,No Tour Assigned,B1 Maximum Club
5315,16-07-2004,True,Dio,Master Of The Moon,Dvorets Sporta Luzhniki
5316,06-07-2004,True,P!nk,Try This Tour,Olympijskiy Stadium
5317,01-07-2004,True,KMFDM,WWIII,Tochka
5318,28-06-2004,False,Remember Shakti,No Tour Assigned,Moskovskiy Dvorets Molodezhi
5319,27-06-2004,True,Grave Digger,Rheingold World Tour,Tochka
5320,22-06-2004,True,Cher,Living Proof: The Farewell Tour,Kremlin Palace
5321,21-06-2004,True,Cher,Living Proof: The Farewell Tour,Kremlin Palace
5322,19-06-2004,True,Hooverphonic,No Tour Assigned,Olympijskiy Stadium
5323,19-06-2004,False,Prāta Vētra,No Tour Assigned,Olympijskiy Stadium
5324,19-06-2004,True,Placebo,Sleeping With Ghosts,Olympijskiy Stadium
5325,19-06-2004,False,Mumiy Troll',No Tour Assigned,Olympijskiy Stadium
5326,19-06-2004,False,Splean,No Tour Assigned,Olympijskiy Stadium
5327,19-06-2004,False,Zemfira,No Tour Assigned,Olympijskiy Stadium
5328,19-06-2004,True,Reamonn,No Tour Assigned,Olympijskiy Stadium
5329,19-06-2004,False,Dolphin,No Tour Assigned,Olympijskiy Stadium
5330,18-06-2004,False,Tony Sheridan,No Tour Assigned,DK Gorbunova
5331,15-06-2004,True,PJ Harvey,Uh Huh Her,DK Gorbunova
5332,12-06-2004,True,Hypocrisy,The Arrival,DK Gorbunova
5333,03-06-2004,True,Kraftwerk,Tour de France Soundtracks,Dvorets Sporta Luzhniki
5334,29-05-2004,True,The Gathering,Sleepy Buildings,DK Gorbunova
5335,02-03-2012,False,The Meteors,No Tour Assigned,Hleb
5336,02-03-2012,True,Moonspell,Eastern Lunacy,P!PL
5337,01-03-2012,False,Jay-Jay Johanson,No Tour Assigned,16 Tons
5338,01-03-2012,False,Ambidextrous,No Tour Assigned,Duma Club
5339,01-03-2012,False,Theodor Bastard,No Tour Assigned,B2
5340,01-03-2012,True,Splean,No Tour Assigned,B2
5341,01-03-2012,False,Hellsaw,No Tour Assigned,Rock House
5342,26-02-2012,True,Paul Di’Anno,Russian Tour with Blaze Bayley 2012,Plan B Club
5343,26-02-2012,True,Aussitôt Mort,No Tour Assigned,Solyanka club
5344,26-02-2012,True,Blaze Bayley,Russian Tour with Paul Di'Anno 2012,Plan B Club
5345,25-02-2012,True,On-The-Go,No Tour Assigned,Mayak Radio Studio
5346,25-02-2012,False,Camo & Krooked,No Tour Assigned,Arena Moscow
5347,25-02-2012,False,Hazard,No Tour Assigned,Arena Moscow
5348,25-02-2012,False,MC Jakes,No Tour Assigned,Arena Moscow
5349,25-02-2012,False,Dead Voices on Air,No Tour Assigned,Dom
5350,25-02-2012,False,The Panacea,No Tour Assigned,Arena Moscow
5351,25-02-2012,False,The Prototypes,No Tour Assigned,Arena Moscow
5352,25-02-2012,False,Paperclip,No Tour Assigned,Arena Moscow
5353,25-02-2012,False,Noisia,No Tour Assigned,Arena Moscow
5354,25-02-2012,False,Loadstar,No Tour Assigned,Arena Moscow
5355,13-06-2010,False,HORSE the band,No Tour Assigned,Tochka
5356,12-06-2010,True,Dolphin,No Tour Assigned,Tochka
5357,12-06-2010,False,Boy George,No Tour Assigned,A2
5358,11-06-2010,True,Goldfrapp,Head First Tour,B1 Maximum Club
5359,11-06-2010,True,LaToya Jackson,No Tour Assigned,Olympijskiy Stadium
5360,11-06-2010,False,Flyleaf,Unite & Fight Tour,Olympijskiy Stadium
5361,11-06-2010,True,Keri Kelli,No Tour Assigned,JIMI Club
5362,11-06-2010,True,Chris Holmes,No Tour Assigned,JIMI Club
5363,10-06-2010,True,Amon Amarth,No Tour Assigned,Tochka
5364,09-06-2010,True,Deftones,Diamond Eyes,B1 Maximum Club
5365,08-06-2010,True,Rod Stewart,No Tour Assigned,Kremlin Palace
5366,08-06-2010,True,Danko Jones,No Tour Assigned,Olympijskiy Stadium
5367,08-06-2010,True,Guns N’ Roses,Chinese Democracy World Tour 09/10,Olympijskiy Stadium
5368,06-06-2010,False,Vader,No Tour Assigned,XO club
5369,05-06-2010,True,Billy Idol,No Tour Assigned,Dvorets Sporta Luzhniki
5370,05-06-2010,True,Hail!,No Tour Assigned,Tochka
5371,05-06-2010,False,Nonna Mordukova,No Tour Assigned,You Too
5372,04-06-2010,False,Eight Legs,No Tour Assigned,16 Tons
5373,04-06-2010,True,Lacrimosa,Schattenspiel Tour XX Aniversary,1Rock
5374,04-06-2010,False,Evdokia Kadi,No Tour Assigned,Centralnyi Dom Hudozhnika
5375,28-10-2018,False,Kovacs,No Tour Assigned,Izvestiya Hall
5376,28-10-2018,True,Sirenia,Arcane Astral Aeons,Station Hall
5377,27-10-2018,True,Grave,No Tour Assigned,Club Teatr'
5378,27-10-2018,True,Lena Katina,No Tour Assigned,Izvestiya Hall
5379,27-10-2018,False,William Fitzsimmons,No Tour Assigned,16 Tons
5380,27-10-2018,True,The Crown,No Tour Assigned,Club Teatr'
5381,25-10-2018,True,Al Bano & Romina Power,No Tour Assigned,Kremlin Palace
5382,25-10-2018,True,Metric,Art of Doubt,RED
5383,24-10-2018,True,Butcher Babies,No Tour Assigned,ZIL ARENA
5384,23-10-2018,False,A Storm of Light,No Tour Assigned,ZIL ARENA
5385,23-10-2018,True,Chris Norman,No Tour Assigned,Crocus City Hall
5386,23-10-2018,True,MONO,Blue Blood Moon European Tour 2018,ZIL ARENA
5387,21-10-2018,True,Rome,No Tour Assigned,ZIL ARENA
5388,20-10-2018,True,pasosh,No Tour Assigned,Pluton
5389,20-10-2018,True,Freak Kitchen,No Tour Assigned,Live Stars
5390,20-10-2018,True,BondarevMIC,15,Vidnoe
5391,20-10-2018,False,BirdPen,No Tour Assigned,
5392,19-10-2018,True,Little Big,No Tour Assigned,Stadium Live
5393,19-10-2018,True,Maksim,No Tour Assigned,Zolotoe Koltso
5394,18-10-2018,False,Dead Meadow,No Tour Assigned,Aglomerat
5395,17-10-2012,True,A Place to Bury Strangers,No Tour Assigned,16 Tons
5396,17-10-2012,True,Splean,No Tour Assigned,DK Zelenograd
5397,15-10-2012,False,Freddie Gibbs & Madlib,No Tour Assigned,Milk (Small Stage)
5398,15-10-2012,True,Carmine & Vinnie Appice Drum Wars,European Tour 2012,Crocus City Hall
5399,15-10-2012,True,Dominic H. Francisco,Rock Russia,Olympijskiy Stadium
5400,14-10-2012,False,Around The World in 80 Days,No Tour Assigned,Gogol'
5401,14-10-2012,False,Ninebar,No Tour Assigned,Plan B Club
5402,14-10-2012,True,Lacuna Coil,The Dark Legacy Tour 2012,Milk
5403,13-10-2012,True,Dead Can Dance,2012-2013 Anastasis World Tour,Crocus City Hall
5404,13-10-2012,True,Fiend,No Tour Assigned,Milk (Small Stage)
5405,13-10-2012,True,Enter Shikari,No Tour Assigned,Arena Moscow
5406,13-10-2012,True,Idle Gear,No Tour Assigned,Gig House
5407,13-10-2012,False,Schandmaul,No Tour Assigned,Moskva Hall
5408,13-10-2012,True,Mad Sin,No Tour Assigned,Relax Club
5409,12-10-2012,True,Demonical,No Tour Assigned,Barricada
5410,12-10-2012,False,XXYYXX,No Tour Assigned,16 Tons
5411,12-10-2012,False,Giraffage,No Tour Assigned,16 Tons
5412,12-10-2012,False,Blitzkid,No Tour Assigned,Relax Club
5413,12-10-2012,True,Daughtry,Break The Spell Tour,Stadium Live
5414,10-10-2012,False,The Legendary Pink Dots,No Tour Assigned,Moskva Hall
5415,18-02-2009,True,Over The Rainbow,No Tour Assigned,B1 Maximum Club
5416,18-02-2009,True,Eclipse Hunter,No Tour Assigned,Persona Grata
5417,18-02-2009,False,Bajinda Behind the Enemy Lines,No Tour Assigned,Ikra
5418,18-02-2009,False,That 1 Guy,No Tour Assigned,John's Alley
5419,17-02-2009,True,Eclipse Hunter,No Tour Assigned,1Rock
5420,17-02-2009,True,Tesla Boy,No Tour Assigned,Vinzavod
5421,15-02-2009,True,Dolphin,No Tour Assigned,Luzhniki Stadium
5422,15-02-2009,False,On-The-Go,No Tour Assigned,B2
5423,15-02-2009,False,Tinavie,No Tour Assigned,B2
5424,15-02-2009,False,Argument 5.45,No Tour Assigned,Vse svoi
5425,15-02-2009,False,DJ Lethal,No Tour Assigned,Malaja Arena Luzhniki
5426,14-02-2009,False,Reaper,No Tour Assigned,Strangel Club
5427,14-02-2009,True,Karl Bartos,No Tour Assigned,CICterna Hall
5428,14-02-2009,True,The Ataris,No Tour Assigned,Gogol'
5429,14-02-2009,False,Tracktor Bowling,No Tour Assigned,XO club
5430,13-02-2009,True,Lacrimas Profundere,No Tour Assigned,XO club
5431,12-02-2009,True,James Blunt,All The Lost Souls World Tour,B1 Maximum Club
5432,08-02-2009,True,The Bohemians,No Tour Assigned,Plan B Club
5433,08-02-2009,False,Ian Paice,No Tour Assigned,Centralnyi Dom Hudozhnika
5434,08-02-2009,False,Mooncake,No Tour Assigned,Ikra
5435,27-09-2007,True,Zemfira,No Tour Assigned,Vinzavod
5436,27-09-2007,False,Das Ich,No Tour Assigned,Ikra
5437,27-09-2007,True,Tokio Hotel,No Tour Assigned,Olympijskiy Stadium
5438,25-09-2007,True,Gotthard,Domino Effect Tour,Tochka
5439,23-09-2007,False,Laibach,Volk,Ikra
5440,22-09-2007,False,Pompeya,No Tour Assigned,Keks
5441,22-09-2007,True,Laibach,Volk,Ikra
5442,22-09-2007,False,Krisiun,No Tour Assigned,Tochka
5443,22-09-2007,True,Vader,No Tour Assigned,Tochka
5444,22-09-2007,False,Incantation,No Tour Assigned,Tochka
5445,22-09-2007,True,Rotting Christ,No Tour Assigned,Tochka
5446,22-09-2007,True,Bohren & der Club of Gore,No Tour Assigned,Dom
5447,22-09-2007,False,Riul Doamnei,No Tour Assigned,Tochka
5448,21-09-2007,True,U.D.O.,Mastercutor Tour 2007,Tochka
5449,20-09-2007,True,The Black Eyed Peas,Black Blue & You Tour,Megasport Palace
5450,20-09-2007,False,Mooncake,No Tour Assigned,16 Tons
5451,18-09-2007,True,Elton John,The Captain and the Kid,Kremlin Palace
5452,16-09-2007,False,Aux Raus,No Tour Assigned,16 Tons
5453,16-09-2007,False,Head-Less,No Tour Assigned,Tochka
5454,16-09-2007,True,Diorama,No Tour Assigned,Tochka
5455,29-11-2017,True,Olga Buzova,No Tour Assigned,
5456,27-11-2017,False,Sworn In,Never Say Die! Tour 2017,Club Gorod
5457,26-11-2017,False,Infected Mushroom,No Tour Assigned,RED
5458,26-11-2017,True,BØRNS,No Tour Assigned,Moskva Hall
5459,26-11-2017,True,Fernando Varela,Royal Christmas Gala,Crocus City Hall
5460,26-11-2017,True,HIM,Bang & Whimper Tour 2017 (The Farewell Tour),Stadium Live
5461,26-11-2017,False,VLNY,No Tour Assigned,Club Teatr'
5462,26-11-2017,False,Pharaoh,No Tour Assigned,GlavClub
5463,26-11-2017,True,Sarah Brightman,Royal Christmas Gala,Crocus City Hall
5464,26-11-2017,False,Gregorian,Royal Christmas Gala,Crocus City Hall
5465,26-11-2017,True,Mario Frangoulis,Royal Christmas Gala,Crocus City Hall
5466,26-11-2017,True,Die Apokalyptischen Reiter,Ein Reiter steigt vom Himmel,Volta Club
5467,25-11-2017,False,Bad Boys Blue,No Tour Assigned,Olympijskiy Stadium
5468,25-11-2017,True,C.C.Catch,No Tour Assigned,Olympijskiy Stadium
5469,25-11-2017,False,Ricchi e Poveri,No Tour Assigned,Olympijskiy Stadium
5470,25-11-2017,True,Kaleo,Kaleo Express World Tour,GlavClub
5471,25-11-2017,False,Smokie,No Tour Assigned,Olympijskiy Stadium
5472,25-11-2017,False,Bonnie Tyler,No Tour Assigned,Olympijskiy Stadium
5473,25-11-2017,False,Boney M. feat. Liz Mitchell,No Tour Assigned,Olympijskiy Stadium
5474,25-11-2017,True,Samantha Fox,No Tour Assigned,Olympijskiy Stadium
5475,26-04-2018,True,Mumiy Troll',No Tour Assigned,Crocus City Hall
5476,26-04-2018,True,Aeterna,No Tour Assigned,Rock House
5477,24-04-2018,False,Siberian Meat Grinder,Metal Bear Stomp Tour 2018,Club Gorod
5478,24-04-2018,False,Lionheart,No Tour Assigned,Club Gorod
5479,23-04-2018,False,Igorrr,Savage Tour 2018,Club Gorod
5480,22-04-2018,True,Aria,Classical Aria 2018,Crocus City Hall
5481,22-04-2018,True,Jamie Stewart,No Tour Assigned,LES
5482,22-04-2018,True,Evil Invaders,No Tour Assigned,Club Gorod
5483,22-04-2018,True,Xiu Xiu,No Tour Assigned,LES
5484,21-04-2018,False,ssshhhiiittt!,No Tour Assigned,Aglomerat
5485,21-04-2018,False,Jessica93,No Tour Assigned,Model T
5486,21-04-2018,True,De/Vision,30th Anniversary,ZIL ARENA
5487,21-04-2018,True,Zu Ye Fa,No Tour Assigned,Shagi
5488,21-04-2018,True,Eyehategod,30th Anniversary Tour 2018,Club Gorod
5489,21-04-2018,True,Akira Yamaoka,No Tour Assigned,GlavClub
5490,21-04-2018,False,Arms and Sleepers,No Tour Assigned,16 Tons
5491,20-04-2018,True,Pain,2 Decades of Pain,Arbat Hall
5492,20-04-2018,True,Rolo Tomassi,Time Will Die and Love Will Bury It,Shagi
5493,20-04-2018,True,Angra,ØMNI World Tour,Club Gorod
5494,20-04-2018,True,BondarevMIC,Edelveis,Vidnoe
5495,12-05-1992,True,Sepultura,Third World Posse,Dvorets Sporta Luzhniki
5496,17-04-1992,False,Crain,1992 Tour with Circus Lupus,John's Alley
5497,17-04-1992,False,Circus Lupus,1992 Tour with Circus Lupus,John's Alley
5498,16-02-1992,True,Bulat Okudzava,No Tour Assigned,Central Literary Hall
5499,05-02-1992,False,The Afghan Whigs,No Tour Assigned,University of Idaho
5500,05-02-1992,False,Poster Children,No Tour Assigned,University of Idaho
5501,05-12-1991,True,Napalm Death,No Tour Assigned,DK Krylia Sovetov
5502,05-12-1991,False,Smirnoff,No Tour Assigned,DK Krylia Sovetov
5503,05-12-1991,False,Samael,No Tour Assigned,DK Krylia Sovetov
5504,28-09-1991,True,E.S.T.,No Tour Assigned,Tushino Air Field
5505,28-09-1991,True,The Black Crowes,Shake Your Money Maker,Tushino Air Field
5506,28-09-1991,True,Pantera,Cowboys & Idiots,Tushino Air Field
5507,28-09-1991,True,Metallica,Monsters of Rock 1991,Tushino Air Field
5508,28-09-1991,True,AC/DC,Monsters of Rock 1991,Tushino Air Field
5509,26-08-1991,True,Vader,No Tour Assigned,DK Gorbunova
5510,26-08-1991,False,Hellraiser,No Tour Assigned,Zeleniy Theater
5511,26-08-1991,False,Vader,No Tour Assigned,Zeleniy Theater
5512,26-08-1991,False,Asshole,No Tour Assigned,Zeleniy Theater
5513,26-08-1991,False,Desultory,No Tour Assigned,Zeleniy Theater
5514,26-08-1991,False,Shah,No Tour Assigned,Zeleniy Theater
5515,09-12-2013,True,Natalia Oreiro,Tour Hits,Crocus City Hall
5516,08-12-2013,True,Five Finger Death Punch,Wrong Side of Heaven,GlavClub
5517,08-12-2013,True,Patrick Wolf,A Night of Winter with Patrick Wolf,Megapolis
5518,08-12-2013,True,Eclipse Hunter,No Tour Assigned,Music Town
5519,07-12-2013,False,Patenbrigade: Wolff,No Tour Assigned,P!PL
5520,07-12-2013,False,32CRASH,No Tour Assigned,P!PL
5521,07-12-2013,True,Amaranthe,No Tour Assigned,Volta Club
5522,07-12-2013,False,Melotron,Melotron Live Showcase WERKSCHAU,P!PL
5523,07-12-2013,False,Diary of Dreams,No Tour Assigned,P!PL
5524,07-12-2013,True,Myrninerest,No Tour Assigned,Club Teatr'
5525,06-12-2013,True,Cut Copy,No Tour Assigned,P!PL
5526,06-12-2013,True,On-The-Go,No Tour Assigned,Almaz Cinema
5527,06-12-2013,True,Xander Smith,No Tour Assigned,Stadium Live
5528,06-12-2013,True,Sansara,No Tour Assigned,Stadium Live
5529,06-12-2013,False,God Tempts Hero,No Tour Assigned,Alcatraz
5530,06-12-2013,True,Mumiy Troll',No Tour Assigned,Stadium Live
5531,06-12-2013,True,Elton John,The Diving Board,Crocus City Hall
5532,06-12-2013,True,Lumen,No Tour Assigned,GlavClub
5533,05-12-2013,True,Julia Volkova,No Tour Assigned,MAXIM Bar
5534,05-12-2013,True,Wild Beasts,No Tour Assigned,16 Tons
5535,09-02-2011,True,Reel Big Fish,No Tour Assigned,Tochka
5536,06-02-2011,False,Punk TV,No Tour Assigned,B2
5537,06-02-2011,True,What's Up Lads?,Live'n'Roll,B2
5538,06-02-2011,False,Mooncake,No Tour Assigned,16 Tons
5539,05-02-2011,False,Zeller,No Tour Assigned,Plan B Club
5540,05-02-2011,True,The Vision Bleak,No Tour Assigned,XO club
5541,04-02-2011,True,The Exploited,No Tour Assigned,Tochka
5542,03-02-2011,False,The Casualties,For The Casualties Army,Tochka
5543,03-02-2011,False,Kola Kid,No Tour Assigned,Tabula Rasa
5544,03-02-2011,False,19:84,No Tour Assigned,16 Tons
5545,29-01-2011,True,What's Up Lads?,No Tour Assigned,Artplay
5546,29-01-2011,False,Cyberpunkers,No Tour Assigned,P!PL
5547,29-01-2011,False,Drums of Death,No Tour Assigned,Solyanka club
5548,29-01-2011,True,-OZ-,-OZ- European Tour 2011,Tochka
5549,29-01-2011,False,Adaen,No Tour Assigned,Avant Club
5550,28-01-2011,False,Alchimist,No Tour Assigned,16 Tons
5551,28-01-2011,False,Helia,No Tour Assigned,Hleb
5552,27-01-2011,True,And So I Watch You From Afar,ASIWYFA,16 Tons
5553,27-01-2011,False,Kirov,No Tour Assigned,16 Tons
5554,26-01-2011,False,Ease of Disgust,No Tour Assigned,Tabula Rasa
5555,28-06-2012,False,Papier Tigre,No Tour Assigned,Zavtra Club
5556,28-06-2012,True,Dolphin,No Tour Assigned,Muzeon Park
5557,28-06-2012,True,Kira Lao,No Tour Assigned,Muzeon Park
5558,27-06-2012,True,Street Dogs,No Tour Assigned,Plan B Club
5559,27-06-2012,True,Evanescence,'Evanescence' Album Tour,Izvestiya Hall
5560,26-06-2012,False,Hugh Laurie,Let Them Talk,Magic Centre
5561,26-06-2012,True,Billy Idol,Summer 2012,Arena Moscow
5562,25-06-2012,True,Simantika,No Tour Assigned,Stadium Live
5563,25-06-2012,True,Hugh Laurie,Let Them Talk,Magic Centre
5564,25-06-2012,True,Megadeth,TH1RT3EN,Stadium Live
5565,23-06-2012,False,SunSay,No Tour Assigned,16 Tons
5566,23-06-2012,True,Death in June,We Drive East!,Milk (Small Stage)
5567,23-06-2012,False,Oh La La !,No Tour Assigned,Gorky Park
5568,23-06-2012,False,Thomas Fersen,No Tour Assigned,Gorky Park
5569,22-06-2012,True,dEUS,Following Sea Summer Tour,B2
5570,22-06-2012,False,Louna,No Tour Assigned,P!PL
5571,21-06-2012,False,The Bohemians,No Tour Assigned,Plan B Club
5572,21-06-2012,True,Röyksopp,No Tour Assigned,Zeleniy Theater
5573,20-06-2012,True,Slayer,2012 European Summer Tour,Arena Moscow
5574,19-06-2012,True,Puddle of Mudd,No Tour Assigned,Milk (Small Stage)
5575,16-06-2017,True,Toucan Die,No Tour Assigned,Moscow Museum
5576,16-06-2017,False,Emin,No Tour Assigned,Shore House
5577,15-06-2017,True,Vapors of Morphine,No Tour Assigned,Volta Club
5578,13-06-2017,False,Exhumed,No Tour Assigned,Volta Club
5579,13-06-2017,True,Papa Roach,Crooked Teeth,Stadium Live
5580,12-06-2017,True,Marky Ramone’s Blitzkrieg,Marky Ramone's Blitzkrieg feat. Ken Stringfellow,Yotaspace
5581,12-06-2017,False,Joe Lynn Turner,No Tour Assigned,Lokomotiv Stadium
5582,12-06-2017,True,Motorama,Dialogues,Pravda
5583,12-06-2017,True,Olga Buzova,No Tour Assigned,Dom 2
5584,12-06-2017,True,Anna Pletnyova,No Tour Assigned,Krasnaya Presnya Park
5585,11-06-2017,True,Archive,Kings of the False Foundation,Yotaspace
5586,10-06-2017,True,Therr Maitz,No Tour Assigned,Gorky Park
5587,10-06-2017,False,Winter Days,No Tour Assigned,Doolin House
5588,09-06-2017,True,Septicflesh,No Tour Assigned,Volta Club
5589,09-06-2017,True,Lee “Scratch” Perry,No Tour Assigned,RED
5590,08-06-2017,False,House of Pain,25th Anniversary Tour,Gipsy Club
5591,08-06-2017,True,Olga Buzova,No Tour Assigned,Vegas City Hall
5592,08-06-2017,True,Anathema,2017 The Optimist,Yotaspace
5593,08-06-2017,False,Kimbra,No Tour Assigned,City Square
5594,04-06-2017,False,Tommy Cash,No Tour Assigned,Yotaspace
5595,26-07-2006,False,Frank Turner,No Tour Assigned,Tabula Rasa
