,date,has_setlist,name,tour,venue
0,27-10-2008,False,Ray,No Tour Assigned,XO club
1,26-10-2008,False,The Krolls,No Tour Assigned,Pod Club
2,25-10-2008,False,Swod,No Tour Assigned,Dom
3,25-10-2008,False,???????? ?????,No Tour Assigned,
4,25-10-2008,False,Teebee,No Tour Assigned,Tuning Hall
5,24-10-2008,False,Punch Inc.,No Tour Assigned,Strangel Club
6,24-10-2008,True,Dolphin,Junost',Ikra
7,23-10-2008,False,Jay-Jay Johanson,No Tour Assigned,B1 Maximum Club
8,22-10-2008,False,Russian Circles,Station,Aktoviy Zal
9,21-10-2008,True,Animosity,No Tour Assigned,Plan B Club
10,18-10-2008,True,Gorgoroth,No Tour Assigned,Plan B Club
11,18-10-2008,False,Cinema Bizarre,THE FINAL ATTRACTION TOUR 2008,
12,18-10-2008,False,Necro Stellar,No Tour Assigned,Mezzo-forte
13,18-10-2008,False,Paul Oakenfold,No Tour Assigned,Tuning Hall
14,18-10-2008,True,RSM,No Tour Assigned,Strangel Club
15,17-10-2008,True,65daysofstatic,No Tour Assigned,B1 Maximum Club
16,17-10-2008,False,London After Midnight,No Tour Assigned,Tochka
17,16-10-2008,False,Aphex Twin,No Tour Assigned,A2
18,16-10-2008,False,Robin Guthrie,No Tour Assigned,Duma Club
19,13-10-2008,False,Roger Hodgson,2008 Roger Hodgson World Tour,Moscow International House Of Music
20,05-04-2008,True,Splean,No Tour Assigned,SDK MAI
21,05-04-2008,True,Grendel,No Tour Assigned,Tochka
22,05-04-2008,True,Grave,No Tour Assigned,Club Gorod
23,05-04-2008,True,Hocico,No Tour Assigned,Tochka
24,04-04-2008,False,Nouvelle Vague,No Tour Assigned,B1 Maximum Club
25,04-04-2008,True,Splean,No Tour Assigned,SDK MAI
26,01-04-2008,True,Zemfira,Spasibo Tour,Olympijskiy Stadium
27,29-03-2008,False,Jane Air,No Tour Assigned,Tochka
28,29-03-2008,False,The Tiger Lillies,No Tour Assigned,Apelsin Club
29,28-03-2008,False,Mujuice,No Tour Assigned,
30,24-03-2008,True,Stuck Mojo,Ambushing Europe,Tochka
31,23-03-2008,False,Silence Kit,with Everything Is Made In China,B1 Maximum Club
32,23-03-2008,True,Rihanna,Good Girl Gone Bad Tour,Olympijskiy Stadium
33,22-03-2008,False,Astral Projection,No Tour Assigned,1Rock
34,22-03-2008,False,Electricity in Our Homes,No Tour Assigned,16 Tons
35,22-03-2008,False,Psilocybe Larvae,No Tour Assigned,Relax Club
36,22-03-2008,False,Neils Children,No Tour Assigned,16 Tons
37,21-03-2008,False,Kavinsky,No Tour Assigned,Ikra
38,21-03-2008,True,Die Krupps,No Tour Assigned,Apelsin Club
39,20-03-2008,False,Chuck Berry,No Tour Assigned,B1 Maximum Club
40,25-12-2015,False,Little Big,No Tour Assigned,Brooklyn Hall
41,25-12-2015,True,Dolphin,No Tour Assigned,16 Tons
42,24-12-2015,False,Pompeya,No Tour Assigned,16 Tons
43,23-12-2015,True,BondarevMIC,13,Vidnoe
44,20-12-2015,True,Vertical Voil,Pre-Debut,AmBar
45,20-12-2015,False,Asia Argento,No Tour Assigned,Noor Electro
46,20-12-2015,True,Agent Fresco,European Destrier Tour 2015,Club Teatr'
47,20-12-2015,True,Ledokol T.,"""Zatmenie Dobra"" tour",AmBar
48,20-12-2015,False,Adaen,No Tour Assigned,Club Teatr'
49,19-12-2015,False,Epidemia,No Tour Assigned,Ray Just Arena
50,19-12-2015,True,Pyogenesis,No Tour Assigned,Brooklyn Hall
51,19-12-2015,False,Robin Schulz,No Tour Assigned,Stadium Live
52,18-12-2015,False,Wet Red,No Tour Assigned,Dewar's Powerhouse
53,18-12-2015,False,Grisha Urgant,No Tour Assigned,Stadium Live
54,15-12-2015,True,Gamma Ray,Best of the Best - Party Tour 2015,Volta Club
55,12-12-2015,True,Faderhead,No Tour Assigned,Club Teatr'
56,12-12-2015,True,Liv Kristine,No Tour Assigned,Volta Club
57,12-12-2015,False,Solar Fake,No Tour Assigned,Club Teatr'
58,12-12-2015,True,Babylonia,No Tour Assigned,Club Teatr'
59,12-12-2015,True,In Strict Confidence,No Tour Assigned,Club Teatr'
60,03-02-2008,True,Bring Me the Horizon,No Tour Assigned,Tochka
61,01-02-2008,False,Alexander Hacke,No Tour Assigned,Aktoviy Zal
62,31-01-2008,False,2H Company,No Tour Assigned,Ikra
63,30-01-2008,False,Nancial,No Tour Assigned,Plan B Club
64,30-01-2008,False,Tracktor Bowling,No Tour Assigned,
65,29-01-2008,False,Boot-Led-Zeppelin,No Tour Assigned,Apelsin Club
66,28-01-2008,False,Boot-Led-Zeppelin,No Tour Assigned,Apelsin Club
67,27-01-2008,True,In Flames,No Tour Assigned,B1 Maximum Club
68,27-01-2008,False,Kimmo Pohjonen,No Tour Assigned,Ikra
69,27-01-2008,False,Aga_me,No Tour Assigned,Pod Club
70,25-01-2008,True,Suzi Quatro,No Tour Assigned,B1 Maximum Club
71,20-01-2008,False,Mooncake,No Tour Assigned,B2
72,18-01-2008,False,The World Domination,No Tour Assigned,16 Tons
73,16-01-2008,True,Yuri Okhotschinsky,No Tour Assigned,Ostankino Telecenter
74,13-01-2008,False,Stigmatic Chorus,No Tour Assigned,Tochka
75,12-01-2008,False,Elnordia,No Tour Assigned,Relax Club
76,11-01-2008,False,Butterfly Temple,No Tour Assigned,Relax Club
77,08-01-2008,False,Silence Kit,No Tour Assigned,Ikra
78,05-01-2008,False,Otto Dix,No Tour Assigned,Plan B Club
79,03-01-2008,False,Jane Air,No Tour Assigned,Tochka
80,17-09-2011,False,MC Darrison,No Tour Assigned,Arena Moscow
81,17-09-2011,False,DJ OZMA,No Tour Assigned,Arena Moscow
82,17-09-2011,False,Bes,No Tour Assigned,Arena Moscow
83,17-09-2011,False,nobody.one,No Tour Assigned,Milk (Small Stage)
84,16-09-2011,True,Bryan Ferry,Olympia Tour,Crocus City Hall
85,16-09-2011,True,Stratovarius,The 7 Sinners World Tour 2010/11,Milk
86,16-09-2011,False,Ryan Roxie,No Tour Assigned,Rock House
87,16-09-2011,True,Helloween,The 7 Sinners World Tour 2010/11,Milk
88,16-09-2011,False,Kirov,No Tour Assigned,Aktoviy Zal
89,16-09-2011,False,Ulrich Schnauss,No Tour Assigned,Red October
90,15-09-2011,False,Pompeya,No Tour Assigned,16 Tons
91,15-09-2011,False,The Grand Astoria,Omnipresence Tour 2011,FM Club
92,15-09-2011,False,Digimortal,No Tour Assigned,XO club
93,14-09-2011,False,Dope Stars Inc.,No Tour Assigned,Plan B Club
94,13-09-2011,True,My Own Private Alaska,No Tour Assigned,Plan B Club
95,10-09-2011,False,Yahel,No Tour Assigned,Milk
96,10-09-2011,True,Destruction,Russian Thrash Attack,XO club
97,10-09-2011,True,Khors,No Tour Assigned,Hleb
98,09-09-2011,False,Fail Emotions,No Tour Assigned,Milk
99,09-09-2011,True,Children of Bodom,The Ugly World Tour 2011,Arena Moscow
100,07-03-2015,True,Rome,No Tour Assigned,Club Teatr'
101,06-03-2015,False,Nominon,No Tour Assigned,Mona Club
102,06-03-2015,True,Jay-Jay Johanson,No Tour Assigned,Yotaspace
103,06-03-2015,True,Sabaton,Heroes on Tour,Ray Just Arena
104,06-03-2015,False,Elektromonteur,No Tour Assigned,Yotaspace
105,05-03-2015,True,Lower,No Tour Assigned,Dich
106,04-03-2015,True,We Butter the Bread With Butter,Russian Tour 2015,Volta Club
107,01-03-2015,True,Chelsea Grin,No Tour Assigned,Volta Club
108,01-03-2015,False,De-Phazz,No Tour Assigned,Yotaspace
109,01-03-2015,False,Veil of Maya,No Tour Assigned,Volta Club
110,01-03-2015,True,Lode Runner,No Tour Assigned,Dewar's Powerhouse
111,28-02-2015,True,Dolphin,No Tour Assigned,Crocus City Hall
112,28-02-2015,True,Periphery,Juggernaut,Volta Club
113,28-02-2015,True,Dead by April,No Tour Assigned,Yotaspace
114,27-02-2015,True,Mike Tramp,No Tour Assigned,China-Town-Cafe
115,27-02-2015,True,Agatha Christie,No Tour Assigned,Olympijskiy Stadium
116,26-02-2015,True,The Bohemians,No Tour Assigned,Club Teatr'
117,25-02-2015,False,Smokie,No Tour Assigned,Crocus City Hall
118,25-02-2015,False,Peter Brötzmann,No Tour Assigned,Dom
119,22-02-2015,True,Legion of the Damned,Russian Tour 2015,Brooklyn Hall
120,07-06-2003,False,Tequilajazzz,No Tour Assigned,B2
121,06-06-2003,False,Tequilajazzz,No Tour Assigned,16 Tons
122,31-05-2003,False,Uriah Heep,2003 Tour,Dvoryanskoe Gnezdo
123,31-05-2003,False,Mesh,No Tour Assigned,Roxy
124,29-05-2003,True,Gotthard,Human Zoo,Kremlin Palace
125,29-05-2003,True,Kingdom Come,No Tour Assigned,Kremlin Palace
126,26-05-2003,True,Uriah Heep,2003 Tour,"UZS ""Druzhba"" in Luzhniki"
127,24-05-2003,True,Paul McCartney,Back in the World,Red Square
128,23-05-2003,False,Splean,No Tour Assigned,B2
129,19-05-2003,False,The Necks,No Tour Assigned,Dom
130,18-05-2003,False,HIM,Love Metal,B2
131,17-05-2003,False,Splean,No Tour Assigned,Olympijskiy Stadium
132,17-05-2003,True,HIM,Love Metal,Olympijskiy Stadium
133,17-05-2003,True,Apocalyptica,Reflections,Olympijskiy Stadium
134,17-05-2003,True,Sneaker Pimps,No Tour Assigned,16 Tons
135,17-05-2003,True,Chumbawamba,No Tour Assigned,Olympijskiy Stadium
136,16-05-2003,False,Master,No Tour Assigned,Moscow International House Of Music
137,30-04-2003,False,Tequilajazzz,No Tour Assigned,DK Gorbunova
138,26-04-2003,True,Ken Hensley,Russian Tour 2003,Moskovskiy Dvorets Molodezhi
139,26-04-2003,False,Grazhdanskaya Oborona,No Tour Assigned,DK Gorbunova
140,04-06-2011,True,Eclipse Hunter,No Tour Assigned,Kasta club
141,04-06-2011,False,Robert Glasper Experiment,No Tour Assigned,Arkhangelskoe Park
142,04-06-2011,False,Zorge,No Tour Assigned,B2
143,04-06-2011,False,Vagiant,No Tour Assigned,Aktoviy Zal
144,04-06-2011,False,Blast,No Tour Assigned,Milk
145,03-06-2011,False,Hudson Mohawke,No Tour Assigned,Artplay
146,03-06-2011,True,Zemfira,No Tour Assigned,Olympijskiy Stadium
147,03-06-2011,False,MF DOOM,No Tour Assigned,Artplay
148,03-06-2011,False,Cheese People,No Tour Assigned,Arena Moscow
149,03-06-2011,True,Tokio Hotel,No Tour Assigned,Olympijskiy Stadium
150,03-06-2011,False,Some Velvet Morning,No Tour Assigned,Music Town
151,02-06-2011,False,Julio Iglesias,No Tour Assigned,Crocus City Hall
152,02-06-2011,True,Whitesnake,Forevermore,Megasport Palace
153,02-06-2011,False,Abnormity,No Tour Assigned,Plan B Club
154,01-06-2011,False,Julio Iglesias,No Tour Assigned,Crocus City Hall
155,31-05-2011,False,Namgar,No Tour Assigned,Centralnyi Dom Hudozhnika
156,31-05-2011,True,Mari Boine,No Tour Assigned,Centralnyi Dom Hudozhnika
157,30-05-2011,True,August Burns Red,Russian Shows 2011,Tochka
158,30-05-2011,True,Nancial,No Tour Assigned,Tochka
159,29-05-2011,True,I Blame Coco,No Tour Assigned,Strelka Institute
160,14-02-2010,False,Kim Wilde,No Tour Assigned,Milk
161,14-02-2010,True,Vintage,No Tour Assigned,Olympijskiy Stadium
162,14-02-2010,False,???????? ?????,No Tour Assigned,
163,13-02-2010,False,Ragnarok,No Tour Assigned,Plan B Club
164,13-02-2010,False,Dice,No Tour Assigned,
165,13-02-2010,True,The Kilimanjaro Darkjazz Ensemble,No Tour Assigned,Dom
166,13-02-2010,True,Uriah Heep,Celebration - The 40th Anniversary,DK Gorbunova
167,13-02-2010,True,Dolphin,No Tour Assigned,Ikra
168,12-02-2010,False,The Mount Fuji Doomjazz Corporation,No Tour Assigned,MSPRKT
169,12-02-2010,True,Belphegor,Walpurgis Rites - Hexenwahn,XO club
170,11-02-2010,False,Arkona,No Tour Assigned,XO club
171,11-02-2010,True,Billy Talent,No Tour Assigned,DK Gorbunova
172,11-02-2010,True,Mooncake,No Tour Assigned,16 Tons
173,11-02-2010,False,Igorrr,No Tour Assigned,MSPRKT
174,10-02-2010,True,Chris Rea,Still So Far To Go Tour,Kremlin Palace
175,07-02-2010,True,Shane Street,Tour,Niagara
176,07-02-2010,False,The Real McKenzies,No Tour Assigned,Tochka
177,06-02-2010,True,Nitzer Ebb,No Tour Assigned,Olympijskiy Stadium
178,06-02-2010,True,Depeche Mode,Tour of the Universe,Olympijskiy Stadium
179,06-02-2010,False,Zion Train,No Tour Assigned,Tochka
180,25-10-2014,True,Solar Deity,No Tour Assigned,Brooklyn Hall
181,24-10-2014,True,#dropsydies,No Tour Assigned,China-Town-Cafe
182,24-10-2014,True,Dope Stars Inc.,No Tour Assigned,Volta Club
183,24-10-2014,True,Onyx,No Tour Assigned,RED
184,23-10-2014,True,Lacrimosa,The Double Feature Live Tour 2014,Volta Club
185,23-10-2014,True,Lord of the Lost,No Tour Assigned,Rock House
186,22-10-2014,True,Lenny Kravitz,Strut,Crocus City Hall
187,20-10-2014,True,Morten Harket,Brother,Crocus City Hall
188,18-10-2014,True,Asphyx,No Tour Assigned,Volta Club
189,18-10-2014,False,DJ Gvozd,No Tour Assigned,Stadium Live
190,18-10-2014,True,Lacrimosa,The Double Feature Live Tour 2014,Ray Just Arena
191,18-10-2014,True,Amorphis,Circle,RED
192,18-10-2014,True,Netsky,No Tour Assigned,Stadium Live
193,18-10-2014,False,Funeral Winds,No Tour Assigned,Rock House
194,17-10-2014,True,Sean Nicholas Savage,No Tour Assigned,Dewar's Powerhouse
195,17-10-2014,True,Ska-P,No Tour Assigned,GlavClub
196,17-10-2014,True,Theory of a Deadman,Savages,Ray Just Arena
197,17-10-2014,True,Parov Stelar,No Tour Assigned,Space Moscow
198,17-10-2014,True,The Blues Brothers Band,No Tour Assigned,Moscow International House Of Music
199,17-10-2014,True,Ledokol T.,"""Nechelovecheskaya Iskrennost'"" tour",Data Bar
200,02-07-2005,True,Dolphin,No Tour Assigned,Red Square
201,02-07-2005,True,Pet Shop Boys,No Tour Assigned,Red Square
202,02-07-2005,True,Red Elvises,No Tour Assigned,Red Square
203,29-06-2005,True,Foo Fighters,In Your Honor,Olympijskiy Stadium
204,29-06-2005,True,Queens of the Stone Age,Lullabies to Paralyze,Olympijskiy Stadium
205,29-06-2005,True,Garbage,Bleed Like Me Tour,Olympijskiy Stadium
206,26-06-2005,True,The White Stripes,Get Behind Me Satan,Mehanika
207,24-06-2005,False,Splean,No Tour Assigned,B2
208,23-06-2005,False,Ennio Morricone,No Tour Assigned,Kremlin Palace
209,21-06-2005,True,Marilyn Manson,Against All Gods,Olympijskiy Stadium
210,19-06-2005,True,The Prodigy,AONO Tour,Dvorets Sporta Luzhniki
211,11-06-2005,False,Moby,Destroyed,Gaudi
212,11-06-2005,False,Dead Infection,No Tour Assigned,R-club
213,11-06-2005,False,Moby,Hotel Tour,Dvorets Sporta Luzhniki
214,10-06-2005,True,Chris Norman,No Tour Assigned,Zeleniy Theater
215,10-06-2005,True,Lacrimosa,Lichtgestalt Tour,DK Gorbunova
216,10-06-2005,False,British Sea Power,No Tour Assigned,Gorky Park
217,10-06-2005,True,Róisín Murphy,Ruby Blue,Hermitage Garden
218,04-06-2005,True,Unheilig,No Tour Assigned,Tochka
219,04-06-2005,False,Howie B,No Tour Assigned,
220,12-10-2008,False,Mooncake,No Tour Assigned,Aktoviy Zal
221,12-10-2008,True,And One,The Bodypop Cover Lover Supershow,Club Gorod
222,12-10-2008,False,Xiu Xiu,No Tour Assigned,B2
223,11-10-2008,False,Klaxons,No Tour Assigned,B1 Maximum Club
224,11-10-2008,False,2H Company,No Tour Assigned,
225,10-10-2008,False,Flëur,No Tour Assigned,Ikra
226,10-10-2008,False,Mooncake,No Tour Assigned,Aktoviy Zal
227,10-10-2008,True,Heaven Shall Burn,No Tour Assigned,Plan B Club
228,09-10-2008,False,Stalwart,No Tour Assigned,
229,08-10-2008,False,Younnat,No Tour Assigned,16 Tons
230,05-10-2008,True,Eisbrecher,No Tour Assigned,Tochka
231,04-10-2008,True,On-The-Go,No Tour Assigned,FM Club
232,04-10-2008,True,Meshuggah,ObZen Tour,Tochka
233,03-10-2008,False,Marc Almond,No Tour Assigned,"Iris Congress Hotel, Moscow, Russia"
234,03-10-2008,False,Manic Depression,No Tour Assigned,Relax Club
235,03-10-2008,True,Aria,No Tour Assigned,SDK MAI
236,02-10-2008,False,Marc Almond,No Tour Assigned,Teatr Estradi
237,02-10-2008,False,Roy Ayers,No Tour Assigned,B1 Maximum Club
238,01-10-2008,True,Soulfly,Conquer,B1 Maximum Club
239,28-09-2008,True,Eclipse Hunter,No Tour Assigned,Plan B Club
240,29-05-2016,False,Cats of Transnistria,No Tour Assigned,RED
241,29-05-2016,False,Nervy,No Tour Assigned,Muzeon Park
242,29-05-2016,True,Toucan Die,No Tour Assigned,Jao-Da
243,28-05-2016,False,Grizzly Knows No Remorse,No Tour Assigned,Club Teatr'
244,28-05-2016,True,"Melody, Save Me",No Tour Assigned,Kalach & Baguette
245,28-05-2016,True,Guano Apes,No Tour Assigned,Zeleniy Theater
246,28-05-2016,False,Sóley,No Tour Assigned,RED
247,28-05-2016,True,Eskimo Callboy,Crystals Tour Pt. 2,Zeleniy Theater
248,28-05-2016,False,Solander,No Tour Assigned,RED
249,28-05-2016,False,Yotam Ben Horin,No Tour Assigned,Jao-Da
250,27-05-2016,True,Saturnus,No Tour Assigned,Mona Club
251,25-05-2016,False,Hanzel und Gretyl,No Tour Assigned,Volta Club
252,25-05-2016,True,Julio Iglesias,World Tour 2016,Kremlin Palace
253,23-05-2016,True,Ledokol T.,"""Zatmenie Dobra"" tour",Schwein Club
254,22-05-2016,True,Ledokol T.,"""Zatmenie Dobra"" tour",AmBar
255,22-05-2016,True,Vertical Voil,Pre-Debut,AmBar
256,22-05-2016,True,Wildways,No Tour Assigned,StereoHall
257,21-05-2016,False,Gesaffelstein,No Tour Assigned,Space Moscow
258,21-05-2016,True,Ledokol T.,"""Zatmenie Dobra"" tour",Tchaikovsky Museum
259,21-05-2016,True,Hate,Russian and Baltic Tour 2016,Volta Club
260,12-05-2007,True,Mnemic,Passenger,Tochka
261,12-05-2007,False,Wine From Tears,No Tour Assigned,Plan B Club
262,12-05-2007,False,Comatose Vigil,No Tour Assigned,Plan B Club
263,11-05-2007,False,Sal Solaris,No Tour Assigned,Dom
264,11-05-2007,True,Eclipse Hunter,No Tour Assigned,Plan B Club
265,11-05-2007,True,Cyclotimia,No Tour Assigned,Dom
266,11-05-2007,False,Reutoff,No Tour Assigned,Dom
267,09-05-2007,False,Fallen Angels Crew,No Tour Assigned,Castle Rock
268,09-05-2007,True,Eclipse Hunter,No Tour Assigned,Relax Club
269,08-05-2007,False,Sounds Like Violence,No Tour Assigned,CAO Club
270,05-05-2007,True,Cradle of Filth,No Tour Assigned,Ten'
271,04-05-2007,True,Pompeya,No Tour Assigned,Gogol'
272,04-05-2007,False,The Robocop Kraus,No Tour Assigned,Gogol'
273,04-05-2007,False,Filthy Dukes,No Tour Assigned,Propaganda
274,04-05-2007,False,Tequilajazzz,No Tour Assigned,Tochka
275,30-04-2007,False,Painbastard,No Tour Assigned,Tochka
276,29-04-2007,False,H.E.A.D.,No Tour Assigned,Kvadrat
277,29-04-2007,False,The Skatalites,No Tour Assigned,B2
278,29-04-2007,True,Korpiklaani,Tervaskanto,Tochka
279,28-04-2007,False,Master,No Tour Assigned,1Rock
280,11-05-2012,True,Crimson Cry,No Tour Assigned,Mir Concert Hall
281,11-05-2012,True,Royal Hunt,20th Anniversary Tour,Mir Concert Hall
282,09-05-2012,False,D,No Tour Assigned,Plan B Club
283,08-05-2012,False,De/Vision,No Tour Assigned,P!PL
284,08-05-2012,False,Zorge,No Tour Assigned,16 Tons
285,08-05-2012,False,Matthew Dear,No Tour Assigned,Arma 17
286,08-05-2012,False,Inner Conflict,No Tour Assigned,P!PL
287,08-05-2012,False,Blume,No Tour Assigned,P!PL
288,08-05-2012,True,Shane Street,Tour,Jivoe.TV
289,07-05-2012,False,Sound of Ground,No Tour Assigned,Plan B Club
290,07-05-2012,False,Vagiant,No Tour Assigned,Plan B Club
291,07-05-2012,True,Red Fang,Red Fang/Black Tusk 2012,Plan B Club
292,05-05-2012,True,On-The-Go,No Tour Assigned,Moskva 24 TV Studio
293,05-05-2012,True,Benighted,No Tour Assigned,Plan B Club
294,05-05-2012,False,Aosoth,No Tour Assigned,Rock House
295,04-05-2012,True,Illnath,No Tour Assigned,Plan B Club
296,03-05-2012,False,Junius,No Tour Assigned,Plan B Club
297,03-05-2012,False,Cosmonauts Day,No Tour Assigned,Plan B Club
298,03-05-2012,False,Adaen,No Tour Assigned,Plan B Club
299,02-05-2012,False,Scott Kelly,No Tour Assigned,Plan B Club
300,29-10-2010,True,Therapy?,No Tour Assigned,B2
301,29-10-2010,True,Samael,No Tour Assigned,Tochka
302,28-10-2010,True,Doro,Fear No Evil Tour 2010,Tochka
303,28-10-2010,False,????,No Tour Assigned,Solyanka club
304,28-10-2010,False,Manfred Mann’s Earth Band,No Tour Assigned,B1 Maximum Club
305,28-10-2010,False,Pro‐Pain,No Tour Assigned,P!PL
306,27-10-2010,False,MF DOOM,No Tour Assigned,Ikra
307,26-10-2010,True,Public Enemy,No Tour Assigned,Milk
308,25-10-2010,False,Nine Eleven,No Tour Assigned,Tabula Rasa
309,24-10-2010,False,Theodor Bastard,No Tour Assigned,16 Tons
310,24-10-2010,False,Tracktor Bowling,No Tour Assigned,Tochka
311,24-10-2010,True,Sadist,Beware of your Neck tour,XO club
312,23-10-2010,True,Van Canto,No Tour Assigned,Tochka
313,23-10-2010,False,Shpongle,No Tour Assigned,Forum Hall
314,23-10-2010,True,Crashdïet,No Tour Assigned,Tochka
315,23-10-2010,True,Black Messiah,No Tour Assigned,Tochka
316,22-10-2010,False,Alai Oli,No Tour Assigned,Ikra
317,22-10-2010,False,Parov Stelar,No Tour Assigned,16 Tons
318,22-10-2010,False,Change Of Loyalty,No Tour Assigned,XO club
319,22-10-2010,False,Ease of Disgust,No Tour Assigned,XO club
320,22-09-2013,True,Noize MC,No Tour Assigned,Zhivoy Zvuk
321,22-09-2013,True,Tropic of Cancer,No Tour Assigned,16 Tons
322,21-09-2013,True,Betraying the Martyrs,No Tour Assigned,Plan B Club
323,21-09-2013,True,Saturnus,European Tour 2013,Volta Club
324,21-09-2013,False,Memorain,No Tour Assigned,Cheshirsky Kot
325,21-09-2013,True,Dolphin,No Tour Assigned,Z1
326,21-09-2013,False,Poni Hoax,No Tour Assigned,16 Tons
327,20-09-2013,True,The Rasmus,Mysteria Tour,Live Music Hall
328,20-09-2013,False,Ludovico Einaudi,No Tour Assigned,Moscow International House Of Music
329,20-09-2013,True,ReVamp,No Tour Assigned,P!PL
330,20-09-2013,True,Stream of Passion,No Tour Assigned,P!PL
331,20-09-2013,True,Elysion,No Tour Assigned,P!PL
332,19-09-2013,True,Flyleaf,New Horizons Tour,Moskva Hall
333,18-09-2013,True,Adaen,No Tour Assigned,Gogol'
334,16-09-2013,True,Emilie Autumn,Fight Like A Girl,Moskva Hall
335,15-09-2013,True,Desecration,No Tour Assigned,Plan B Club
336,15-09-2013,False,.com/kill,No Tour Assigned,Moskva Hall
337,15-09-2013,False,Suicide Commando,When Evil Speaks,Moskva Hall
338,15-09-2013,True,Extreme Noise Terror,No Tour Assigned,Plan B Club
339,14-09-2013,True,Talco,No Tour Assigned,P!PL
340,18-01-1998,False,Scooter,Rough and Tough and Dangerous,
341,28-12-1997,False,Thomas Anders,No Tour Assigned,Krystal Casino
342,28-12-1997,False,Splean,No Tour Assigned,SDK MAI
343,27-12-1997,False,Thomas Anders,No Tour Assigned,Krystal Casino
344,26-12-1997,False,Thomas Anders,No Tour Assigned,Krystal Casino
345,14-12-1997,True,Liza Minnelli,No Tour Assigned,Kremlin Palace
346,13-12-1997,True,Liza Minnelli,No Tour Assigned,Kremlin Palace
347,23-11-1997,False,NAIV,No Tour Assigned,Malaja Arena Luzhniki
348,23-11-1997,False,Green Grey,No Tour Assigned,Malaja Arena Luzhniki
349,23-11-1997,True,Faith No More,Album of the year tour,Malaja Arena Luzhniki
350,23-11-1997,False,Tequilajazzz,No Tour Assigned,Malaja Arena Luzhniki
351,17-11-1997,True,Rod Stewart,No Tour Assigned,Kremlin Palace
352,16-11-1997,False,Rod Stewart,No Tour Assigned,Kremlin Palace
353,16-11-1997,True,Whitesnake,Restless Heart,Dvorets Sporta Luzhniki
354,15-11-1997,True,Whitesnake,Restless Heart,Dvorets Sporta Luzhniki
355,08-11-1997,True,Marc Almond,No Tour Assigned,
356,07-11-1997,True,Marc Almond,No Tour Assigned,
357,01-11-1997,False,E.S.T.,No Tour Assigned,DK Gorbunova
358,01-11-1997,True,Motörhead,Overnight Sensation,DK Gorbunova
359,31-10-1997,False,I.F.K.,No Tour Assigned,DK Gorbunova
360,09-03-2014,False,Cirque du Soleil,Michael Jackson: The Immortal World Tour,Luzhniki Stadium
361,09-03-2014,True,Pipes and Pints,No Tour Assigned,Plan B Club
362,09-03-2014,True,AN CAFE,No Tour Assigned,Volta Club
363,08-03-2014,True,Lebanon Hanover,No Tour Assigned,Manifest Bar
364,08-03-2014,True,Powerwolf,No Tour Assigned,Volta Club
365,08-03-2014,True,AN21,No Tour Assigned,Space Moscow
366,07-03-2014,True,"Chunk! No, Captain Chunk!",No Tour Assigned,Club Teatr'
367,07-03-2014,True,Depeche Mode,The Delta Machine Tour,Olympijskiy Stadium
368,07-03-2014,False,nordloef,No Tour Assigned,China-Town-Cafe
369,07-03-2014,False,Choir of Young Believers,No Tour Assigned,Olympijskiy Stadium
370,07-03-2014,False,Blu Mar Ten,No Tour Assigned,16 Tons
371,07-03-2014,False,Dolphin,No Tour Assigned,B2
372,06-03-2014,True,Bullet for My Valentine,European Tour 2014,Arena Moscow
373,06-03-2014,False,Memorain,No Tour Assigned,Little Rock
374,06-03-2014,False,Nightrage,Russian Tour 2013,Rock House
375,06-03-2014,False,Morigan,No Tour Assigned,Arena Moscow
376,06-03-2014,False,Choir of Young Believers,No Tour Assigned,16 Tons
377,06-03-2014,False,Desert Near the End,No Tour Assigned,Little Rock
378,06-03-2014,False,Insidead,No Tour Assigned,Little Rock
379,05-03-2014,False,The Beatnuts,No Tour Assigned,16 Tons
380,06-08-2018,True,BondarevMIC,15,Vidnoe
381,06-08-2018,False,Buerak,No Tour Assigned,FLACON
382,04-08-2018,True,Any Given Day,No Tour Assigned,Arbat Hall
383,04-08-2018,True,Zemfira,No Tour Assigned,Kolomenskoe Park
384,04-08-2018,True,Belle and Sebastian,How To Solve Our Human Problems,Kolomenskoe Park
385,04-08-2018,True,Rhye,No Tour Assigned,Kolomenskoe Park
386,04-08-2018,True,Anna of the North,No Tour Assigned,Kolomenskoe Park
387,04-08-2018,True,Amyl and The Sniffers,No Tour Assigned,Kolomenskoe Park
388,04-08-2018,False,Aigel,No Tour Assigned,Kolomenskoe Park
389,04-08-2018,True,pasosh,No Tour Assigned,Kolomenskoe Park
390,04-08-2018,True,Oscar and the Wolf,No Tour Assigned,Kolomenskoe Park
391,04-08-2018,False,Pharaoh,No Tour Assigned,Kolomenskoe Park
392,04-08-2018,False,Gabriel Garzón-Montano,No Tour Assigned,Kolomenskoe Park
393,04-08-2018,True,Monetochka,No Tour Assigned,Kolomenskoe Park
394,04-08-2018,True,Komsomolsk,No Tour Assigned,Kolomenskoe Park
395,04-08-2018,True,Arcade Fire,Everything Now Continued,Kolomenskoe Park
396,04-08-2018,True,King Gizzard & The Lizard Wizard,2018 European Summer Tour,Kolomenskoe Park
397,04-08-2018,True,Skott,No Tour Assigned,Kolomenskoe Park
